OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PVT Nurul Islam Primary School Abbare A (34100213),qKMn40Tqyts,34100213,fmbnqmyv3WC,PVT Nurul Islam Primary School Abbare A (3410021,,2000-01-01,,,,,,,,,
PVT Talachi Graters Academic (34100210),DllMdZhSm0X,34100210,fmbnqmyv3WC,PVT Talachi Graters Academic (34100210),,2010-01-01,,,,,,,,,
PVT Brillance Academy Nursery And Primary School Appawa Gadda (34100208),EVPb7ErlFIJ,34100208,fmbnqmyv3WC,PVT Brillance Academy Nursery And Primary School,,2018-01-01,,,,,,,,,
PVT Christ Apostolic Group Of Schools Primary (34100206),LgMkfw11AYY,34100206,fmbnqmyv3WC,PVT Christ Apostolic Group Of Schools Primary (3,,2014-01-01,,,,,,,,,
PRY Government Day Secondary School Appawa- Center (34100201),eVs50i3TY4M,34100201,fmbnqmyv3WC,PRY Government Day Secondary School Appawa- Cent,,2019-01-01,,,,,,,,,
PRY Wuro-Musa Nomadic Primary School (34100195),NvPh3MKZuw2,34100195,fmbnqmyv3WC,PRY Wuro-Musa Nomadic Primary School (34100195),,2010-01-01,,,,,,,,,
PRY Wuro-Baba Nomadic Primary School (34100194),mC1Tp2SfgIh,34100194,fmbnqmyv3WC,PRY Wuro-Baba Nomadic Primary School (34100194),,2003-01-01,,,,,,,,,
PRY Talun Primary School (34100189),RmyX4U9bAu2,34100189,fmbnqmyv3WC,PRY Talun Primary School (34100189),,2020-01-01,,,,,,,,,
PRY Nmanyan Primary School (34100183),dWFopPjhI8o,34100183,fmbnqmyv3WC,PRY Nmanyan Primary School (34100183),,2022-01-01,,,,,,,,,
PVT Missubahu-Sunnah Nursery Primary School (34100181),Am0IAOOcaiM,34100181,fmbnqmyv3WC,PVT Missubahu-Sunnah Nursery Primary School (341,,2007-01-01,,,,,,,,,
PVT Kereng Academy (34100176),wKE0Izp5DXr,34100176,fmbnqmyv3WC,PVT Kereng Academy (34100176),,2007-01-01,,,,,,,,,
PVT Great Learners Academy School (34100166),KT099xjdeRo,34100166,fmbnqmyv3WC,PVT Great Learners Academy School (34100166),,2015-01-01,,,,,,,,,
PVT Ekan Academy (34100159),Sx3U0BtMPOA,34100159,fmbnqmyv3WC,PVT Ekan Academy (34100159),,2018-01-01,,,,,,,,,
PVT Eagles Wing Academy (34100158),AjjF6VpZnGP,34100158,fmbnqmyv3WC,PVT Eagles Wing Academy (34100158),,2019-01-01,,,,,,,,,
PVT Chonteyeh Kiddies College (34100154),XZROSATuwQX,34100154,fmbnqmyv3WC,PVT Chonteyeh Kiddies College (34100154),,2013-01-01,,,,,,,,,
PVT Bright Divine Destiny Academy Camprehensive (34100150),jSh30Ej8QyB,34100150,fmbnqmyv3WC,PVT Bright Divine Destiny Academy Camprehensive ,,2017-01-01,,,,,,,,,
PRY Yusaa Primary School Yusaa (34100142),FZbWrD60OAu,34100142,fmbnqmyv3WC,PRY Yusaa Primary School Yusaa (34100142),,2001-01-01,,,,,,,,,
PRY Yusa Fulani Primary School Yusa (34100141),OnfSjvmVPTt,34100141,fmbnqmyv3WC,PRY Yusa Fulani Primary School Yusa (34100141),,1976-01-01,,,,,,,,,
PRY Yazani Primary School (34100137),BVj7cf4An8N,34100137,fmbnqmyv3WC,PRY Yazani Primary School (34100137),,2011-01-01,,,,,,,,,
PRY Yappa Primary School (34100136),SJatuPYlTTk,34100136,fmbnqmyv3WC,PRY Yappa Primary School (34100136),,2015-01-01,,,,,,,,,
PRY Wuro M/Yawa Nom Primary School Wuro M/Yama (34100135),Ig2pKMcaMjq,34100135,fmbnqmyv3WC,PRY Wuro M/Yawa Nom Primary School Wuro M/Yama (,,2004-01-01,,,,,,,,,
PRY Wuro Joda Nomadic School Wuro Joda (34100134),ikJ9vwpb1FX,34100134,fmbnqmyv3WC,PRY Wuro Joda Nomadic School Wuro Joda (34100134,,2018-01-01,,,,,,,,,
PRY Wuro Bobbel Primary School Wuro Bobbel (34100133),uCegvW44djh,34100133,fmbnqmyv3WC,PRY Wuro Bobbel Primary School Wuro Bobbel (3410,,1991-01-01,,,,,,,,,
PVT Unique Standard Academy Lau (34100132),uU7SFDVXtiB,34100132,fmbnqmyv3WC,PVT Unique Standard Academy Lau (34100132),,2017-01-01,,,,,,,,,
PVT Ulumuddeen Nursery And Primary School Lau (34100131),J2SaJBFB6M0,34100131,fmbnqmyv3WC,PVT Ulumuddeen Nursery And Primary School Lau (3,,2009-01-01,,,,,,,,,
PRY Tsakuwa Primary School Tsakuwa (34100129),luSQYOWjvjH,34100129,fmbnqmyv3WC,PRY Tsakuwa Primary School Tsakuwa (34100129),,2010-01-01,,,,,,,,,
PRY Todung Primary School Todung (34100128),jpSqTom0fA8,34100128,fmbnqmyv3WC,PRY Todung Primary School Todung (34100128),,1999-01-01,,,,,,,,,
PRY Tana Babba Primary School Tana Babba (34100127),rACvBQJhX6j,34100127,fmbnqmyv3WC,PRY Tana Babba Primary School Tana Babba (341001,,1977-01-01,,,,,,,,,
PRY Sudu Primary School Sudu (34100126),xhlaRTgJMkP,34100126,fmbnqmyv3WC,PRY Sudu Primary School Sudu (34100126),,2004-01-01,,,,,,,,,
PVT St Patricks Community Nursery And Primary School (34100125),aZzhzYy1qeb,34100125,fmbnqmyv3WC,PVT St Patricks Community Nursery And Primary Sc,,2003-01-01,,,,,,,,,
PRY Shomo Primary School Shomo (34100124),spjbfMdXkyD,34100124,fmbnqmyv3WC,PRY Shomo Primary School Shomo (34100124),,1976-01-01,,,,,,,,,
PRY Sayonti Nomadic Primary School (34100122),iES66tmPFZ5,34100122,fmbnqmyv3WC,PRY Sayonti Nomadic Primary School (34100122),,1974-01-01,,,,,,,,,
PVT Sautul Quran Mararaban Kunini (34100120),MMeBoOXkOdv,34100120,fmbnqmyv3WC,PVT Sautul Quran Mararaban Kunini (34100120),,2016-01-01,,,,,,,,,
PRY Santuraki Primary School Santuraki (34100119),q1F7Mxxmxb2,34100119,fmbnqmyv3WC,PRY Santuraki Primary School Santuraki (34100119,,1974-01-01,,,,,,,,,
PVT Sankadidin Perfect Acadamey School (34100118),gagRSBkghHm,34100118,fmbnqmyv3WC,PVT Sankadidin Perfect Acadamey School (34100118,,2009-01-01,,,,,,,,,
PRY Salainde Nomadic Primary School (34100117),Irr1ubBEXKC,34100117,fmbnqmyv3WC,PRY Salainde Nomadic Primary School (34100117),,1990-01-01,,,,,,,,,
PVT Rubiruka International School Misheli (34100114),xuyln6HZ0r1,34100114,fmbnqmyv3WC,PVT Rubiruka International School Misheli (34100,,2014-01-01,,,,,,,,,
PRY Riggi Primary School Riggi (34100113),opCWLx04I2s,34100113,fmbnqmyv3WC,PRY Riggi Primary School Riggi (34100113),,1976-01-01,,,,,,,,,
PVT Raudatul Islamiyya Academy Nur&Amp;PVT School  Lau (34100112),FX4LT7fKhQv,34100112,fmbnqmyv3WC,PVT Raudatul Islamiyya Academy Nur&Amp;PVT Schoo,,2014-01-01,,,,,,,,,
PRY Panyata Primary School Panyata (34100111),DcT1KZcE7do,34100111,fmbnqmyv3WC,PRY Panyata Primary School Panyata (34100111),,2007-01-01,,,,,,,,,
PRY Nyagurtari Primary School Nyagurtari (34100108),vBDmr51xRmA,34100108,fmbnqmyv3WC,PRY Nyagurtari Primary School Nyagurtari (341001,,1976-01-01,,,,,,,,,
PRY Nyabai Primary School Nyabai (34100107),R08bWXd102d,34100107,fmbnqmyv3WC,PRY Nyabai Primary School Nyabai (34100107),,2001-01-01,,,,,,,,,
PRY Nassarawa Primary SchoolNassarawa (34100105),QwPrpAt6Eg6,34100105,fmbnqmyv3WC,PRY Nassarawa Primary SchoolNassarawa (34100105),,2010-01-01,,,,,,,,,
PRY Nanzo Primary School Nanzo (34100104),vvqcUj5O8Ss,34100104,fmbnqmyv3WC,PRY Nanzo Primary School Nanzo (34100104),,1990-01-01,,,,,,,,,
PRY Naddere Nelbi Primary School Naddere Nelbi (34100103),iuvgmZllV9L,34100103,fmbnqmyv3WC,PRY Naddere Nelbi Primary School Naddere Nelbi (,,1987-01-01,,,,,,,,,
PRY Misheli Primary School Misheli (34100102),WlOA4aklncK,34100102,fmbnqmyv3WC,PRY Misheli Primary School Misheli (34100102),,1977-01-01,,,,,,,,,
PVT Misbahus Sunnah College For Arabic And Islamic Studies Mayolope (34100101),AF7vWiGproX,34100101,fmbnqmyv3WC,PVT Misbahus Sunnah College For Arabic And Islam,,2013-01-01,,,,,,,,,
PRY Mindah Primary School Mindah (34100100),Fa7Oql901bm,34100100,fmbnqmyv3WC,PRY Mindah Primary School Mindah (34100100),,1976-01-01,,,,,,,,,
PRY Mayo Lope Centre Primary School Mayo Lope (34100097),mawGHDUzOC1,34100097,fmbnqmyv3WC,PRY Mayo Lope Centre Primary School Mayo Lope (3,,2001-01-01,,,,,,,,,
PRY Makko Primary School Makko (34100096),gCIENKg5avT,34100096,fmbnqmyv3WC,PRY Makko Primary School Makko (34100096),,1992-01-01,,,,,,,,,
PRY Lushi Primary School Lushi (34100095),MpSSQBb7D44,34100095,fmbnqmyv3WC,PRY Lushi Primary School Lushi (34100095),,1976-01-01,,,,,,,,,
PRY Lominde Nomadic Primary School Lominde (34100094),nqH5aKUikQO,34100094,fmbnqmyv3WC,PRY Lominde Nomadic Primary School Lominde (3410,,1986-01-01,,,,,,,,,
PRY Lau Ii Primary School Lau Town (34100092),iq1f4vmHSoy,34100092,fmbnqmyv3WC,PRY Lau Ii Primary School Lau Town (34100092),,1976-01-01,,,,,,,,,
PRY Lainde Jessi Primary School Laide Jessi (34100091),NoxA31fR1nG,34100091,fmbnqmyv3WC,PRY Lainde Jessi Primary School Laide Jessi (341,,1974-01-01,,,,,,,,,
PRY Kwamiding Primary School Kwamiding (34100090),XKYCggDASaN,34100090,fmbnqmyv3WC,PRY Kwamiding Primary School Kwamiding (34100090,,1991-01-01,,,,,,,,,
PRY Kuka Primary School Kuka (34100086),oj6FJr5eKO7,34100086,fmbnqmyv3WC,PRY Kuka Primary School Kuka (34100086),,1995-01-01,,,,,,,,,
PRY Kpanti Ladde Primary School Kpanti Ladde (34100085),L46rfP9Lmc2,34100085,fmbnqmyv3WC,PRY Kpanti Ladde Primary School Kpanti Ladde (34,,1991-01-01,,,,,,,,,
PRY Kaudat Primary School Kaudat (34100084),RCtOKS0nHoa,34100084,fmbnqmyv3WC,PRY Kaudat Primary School Kaudat (34100084),,1996-01-01,,,,,,,,,
PRY Katibu Pilot Primary School Katibu (34100083),FzOHhXLih9I,34100083,fmbnqmyv3WC,PRY Katibu Pilot Primary School Katibu (34100083,,1958-01-01,,,,,,,,,
PRY Karamukel Primary School Karamukel (34100082),jtCrFTBdH1z,34100082,fmbnqmyv3WC,PRY Karamukel Primary School Karamukel (34100082,,1987-01-01,,,,,,,,,
PRY Kanon Nomadic Primary School Kanon (34100081),G1ur5LZoBLb,34100081,fmbnqmyv3WC,PRY Kanon Nomadic Primary School Kanon (34100081,,1989-01-01,,,,,,,,,
PRY Kanawa Primary School Kanawa (34100080),q8e0FIBl5ol,34100080,fmbnqmyv3WC,PRY Kanawa Primary School Kanawa (34100080),,1976-01-01,,,,,,,,,
PRY Juggol Primary School Juggol (34100078),oGBmwx27ocM,34100078,fmbnqmyv3WC,PRY Juggol Primary School Juggol (34100078),,1975-01-01,,,,,,,,,
PRY Jongore Nom Primary School Jongore (34100077),DV511LOTjsq,34100077,fmbnqmyv3WC,PRY Jongore Nom Primary School Jongore (34100077,,1989-01-01,,,,,,,,,
PVT Jireh Nurery &Amp; Primary School (34100076),VpvOPezyB2m,34100076,fmbnqmyv3WC,PVT Jireh Nurery &Amp; Primary School (34100076),,2000-01-01,,,,,,,,,
PRY Jimlari Primary School Jimlari (34100074),dKbFNyi45nb,34100074,fmbnqmyv3WC,PRY Jimlari Primary School Jimlari (34100074),,1975-01-01,,,,,,,,,
PRY Jillahi Fulani Primary School (34100072),Sz09LjQVrqL,34100072,fmbnqmyv3WC,PRY Jillahi Fulani Primary School (34100072),,1996-01-01,,,,,,,,,
PRY Jegam Kodong Primary School (34100069),MkbgCsiqOSP,34100069,fmbnqmyv3WC,PRY Jegam Kodong Primary School (34100069),,2013-01-01,,,,,,,,,
PRY Jagam Pete Primary School (34100066),XlzlGGASFGE,34100066,fmbnqmyv3WC,PRY Jagam Pete Primary School (34100066),,2010-01-01,,,,,,,,,
PVT Jadi Memorial Academy Nur/Priy School (34100065),l4A9MB9RA2Z,34100065,fmbnqmyv3WC,PVT Jadi Memorial Academy Nur/Priy School (34100,,2009-01-01,,,,,,,,,
PVT Infant Jesus Academy Lau (34100063),ufDTkDafDwg,34100063,fmbnqmyv3WC,PVT Infant Jesus Academy Lau (34100063),,2001-01-01,,,,,,,,,
PVT Hunsi Nursery And Primary School Mararraban Kunini (34100062),Ja3NhM6HY0y,34100062,fmbnqmyv3WC,PVT Hunsi Nursery And Primary School Mararraban ,,2015-01-01,,,,,,,,,
PRY Hammabura Primary School Hammabura (34100061),uREsIe9VYnf,34100061,fmbnqmyv3WC,PRY Hammabura Primary School Hammabura (34100061,,1992-01-01,,,,,,,,,
PVT Goshen Nursery And Primary School Lau (34100051),b6AwMicNhnG,34100051,fmbnqmyv3WC,PVT Goshen Nursery And Primary School Lau (34100,,2010-01-01,,,,,,,,,
PRY Garin Dogo Primary School Garin Dogo (34100045),lJs5lZp1lRK,34100045,fmbnqmyv3WC,PRY Garin Dogo Primary School Garin Dogo (341000,,1974-01-01,,,,,,,,,
PRY Garin Audi Primary School Garin Audi (34100043),bCxPZlWiF32,34100043,fmbnqmyv3WC,PRY Garin Audi Primary School Garin Audi (341000,,1996-01-01,,,,,,,,,
PVT Francis Bukar Samari Nur/PVT School Mayolope (34100042),GxWRNnL1oj7,34100042,fmbnqmyv3WC,PVT Francis Bukar Samari Nur/PVT School Mayolope,,2004-01-01,,,,,,,,,
PRY Donadda Primary School Donadda (34100039),NqfD7yQH3J8,34100039,fmbnqmyv3WC,PRY Donadda Primary School Donadda (34100039),,1959-01-01,,,,,,,,,
PVT Divine Academic Nursery And Primary (34100038),n3XAWxWWS5f,34100038,fmbnqmyv3WC,PVT Divine Academic Nursery And Primary (3410003,,2011-01-01,,,,,,,,,
PRY Didango Gowoi Primary School Didango (34100037),Cr7JQXWZP4B,34100037,fmbnqmyv3WC,PRY Didango Gowoi Primary School Didango (341000,,2003-01-01,,,,,,,,,
PRY Dala Primary School Dala (34100036),GcKgJjkXv0u,34100036,fmbnqmyv3WC,PRY Dala Primary School Dala (34100036),,2005-01-01,,,,,,,,,
PRY Central Primary School Lau Town (34100030),mJvrdBFj0au,34100030,fmbnqmyv3WC,PRY Central Primary School Lau Town (34100030),,1960-01-01,,,,,,,,,
PRY Bwei Nyankwere Primary School Bwei Nyankwere (34100028),fanzCbupOfR,34100028,fmbnqmyv3WC,PRY Bwei Nyankwere Primary School Bwei Nyankwere,,1979-01-01,,,,,,,,,
PRY Bwei Akahji Primary School Bwei Akahji (34100026),kibMlXj4Y1l,34100026,fmbnqmyv3WC,PRY Bwei Akahji Primary School Bwei Akahji (3410,,2000-01-01,,,,,,,,,
PRY Bunzung Primary Schoolbunzung (34100025),GbkMWZE82sG,34100025,fmbnqmyv3WC,PRY Bunzung Primary Schoolbunzung (34100025),,2004-01-01,,,,,,,,,
PRY Bujum Waya Primary School Bujum Waya (34100024),x6v5R9HQgIi,34100024,fmbnqmyv3WC,PRY Bujum Waya Primary School Bujum Waya (341000,,1976-01-01,,,,,,,,,
PRY Bujum Primary School Bujum (34100023),V5BsxaqGmnn,34100023,fmbnqmyv3WC,PRY Bujum Primary School Bujum (34100023),,1976-01-01,,,,,,,,,
PRY Budong Primary School Budong (34100022),O8w6vwWIqpc,34100022,fmbnqmyv3WC,PRY Budong Primary School Budong (34100022),,1990-01-01,,,,,,,,,
PRY Bamga Sabon Layi Primary School Bamga Sabon Layi (34100018),hbRAKdgpZWn,34100018,fmbnqmyv3WC,PRY Bamga Sabon Layi Primary School Bamga Sabon ,,1976-01-01,,,,,,,,,
PRY Bamga Dutse Primary School Bamba Dutse (34100017),S21LfC06hIE,34100017,fmbnqmyv3WC,PRY Bamga Dutse Primary School Bamba Dutse (3410,,1976-01-01,,,,,,,,,
PRY Bakindang Primary School Bakindang (34100016),YLgD8ipsLXi,34100016,fmbnqmyv3WC,PRY Bakindang Primary School Bakindang (34100016,,1976-01-01,,,,,,,,,
PRY Baffere Nom Primary School Baffere (34100015),KHVi7IqPPSm,34100015,fmbnqmyv3WC,PRY Baffere Nom Primary School Baffere (34100015,,1989-01-01,,,,,,,,,
PRY Babagasa Primary School Babagasa (34100014),eeM0S107V3p,34100014,fmbnqmyv3WC,PRY Babagasa Primary School Babagasa (34100014),,1989-01-01,,,,,,,,,
PRY Ardo Jabaye Primary School Ardo Jabaye (34100013),x9dKUGSESo9,34100013,fmbnqmyv3WC,PRY Ardo Jabaye Primary School Ardo Jabaye (3410,,2005-01-01,,,,,,,,,
PRY Appawa Shangal Primary School Appawa Shanwal (34100012),WVeYWPe0TgX,34100012,fmbnqmyv3WC,PRY Appawa Shangal Primary School Appawa Shanwal,,1989-01-01,,,,,,,,,
PRY Appawa Lube Primary School Appawa Lube (34100011),fy2xUWfRE0g,34100011,fmbnqmyv3WC,PRY Appawa Lube Primary School Appawa Lube (3410,,1990-01-01,,,,,,,,,
PRY Appawa Gada Primary School Appawa Gada (34100010),UxORTJtUW44,34100010,fmbnqmyv3WC,PRY Appawa Gada Primary School Appawa Gada (3410,,1976-01-01,,,,,,,,,
PRY Appawa Central Primary School Appawa (34100009),xUVW7jcVvlW,34100009,fmbnqmyv3WC,PRY Appawa Central Primary School Appawa (341000,,1977-01-01,,,,,,,,,
PVT St Ritas Nguroje Town (34110534),cEHCyjNHxft,34110534,n6aOlyhmXjk,PVT St Ritas Nguroje Town (34110534),,2020-01-01,,,,,,,,,
PRY King Auwal Hammajulde Zubairu Nur Schoolschool Kabri (34110533),kuexFeWMMBh,34110533,n6aOlyhmXjk,PRY King Auwal Hammajulde Zubairu Nur Schoolscho,,2019-01-01,,,,,,,,,
PRY Gamjire Primary School (34110532),APXmm01SjQv,34110532,n6aOlyhmXjk,PRY Gamjire Primary School (34110532),,2013-01-01,,,,,,,,,
PRY Mbu Kal Pia Primary School (34110528),y3ofQnA9ojQ,34110528,n6aOlyhmXjk,PRY Mbu Kal Pia Primary School (34110528),,2020-01-01,,,,,,,,,
PVT First Baptist Church Nursery And Primary School (34110524),q5K7U0aTNyg,34110524,n6aOlyhmXjk,PVT First Baptist Church Nursery And Primary Sch,,2015-01-01,,,,,,,,,
PRY Kobira Primary School (34110523),cJxYmT3X5e1,34110523,n6aOlyhmXjk,PRY Kobira Primary School (34110523),,2015-01-01,,,,,,,,,
PRY Mbar-Ntap Primary School (34110521),EE82B5JLHAY,34110521,n6aOlyhmXjk,PRY Mbar-Ntap Primary School (34110521),,1997-01-01,,,,,,,,,
PRY Nji Primary School (34110515),ByN7NswLzYB,34110515,n6aOlyhmXjk,PRY Nji Primary School (34110515),,1995-01-01,,,,,,,,,
PRY Mayo Gade Primary School (34110509),QNAt6f1yMYU,34110509,n6aOlyhmXjk,PRY Mayo Gade Primary School (34110509),,2002-01-01,,,,,,,,,
PRY Mayo Barkete Nomadic (34110505),FPRQacQj50d,34110505,n6aOlyhmXjk,PRY Mayo Barkete Nomadic (34110505),,2019-01-01,,,,,,,,,
PRY Wuro Babuwa Nomadic (34110503),Hjl0JjtGywG,34110503,n6aOlyhmXjk,PRY Wuro Babuwa Nomadic (34110503),,2000-01-01,,,,,,,,,
PRY Fih Chorl (34110501),LZjh0kVkQWs,34110501,n6aOlyhmXjk,PRY Fih Chorl (34110501),,2018-01-01,,,,,,,,,
PRY Wuro Mogogo Primary (34110500),iTwSNxd6dBy,34110500,n6aOlyhmXjk,PRY Wuro Mogogo Primary (34110500),,2019-01-01,,,,,,,,,
PRY Leme Ngeso Primary School (34110499),lYlccydDszk,34110499,n6aOlyhmXjk,PRY Leme Ngeso Primary School (34110499),,2017-01-01,,,,,,,,,
PRY Barup Seini Gam Primary School (34110496),cc3slwd8RwI,34110496,n6aOlyhmXjk,PRY Barup Seini Gam Primary School (34110496),,2014-01-01,,,,,,,,,
PRY Laide Nya Primary School (34110495),AAFGW2gFKpY,34110495,n6aOlyhmXjk,PRY Laide Nya Primary School (34110495),,2021-01-01,,,,,,,,,
PRY Tem Central Primary School (34110492),LkTD7dUKKa8,34110492,n6aOlyhmXjk,PRY Tem Central Primary School (34110492),,1975-01-01,,,,,,,,,
PRY Mvuah Primary School (34110487),KwumyqsrAmk,34110487,n6aOlyhmXjk,PRY Mvuah Primary School (34110487),,2019-01-01,,,,,,,,,
PRY Zongo B Primary School (34110484),JhlA3mjfTCZ,34110484,n6aOlyhmXjk,PRY Zongo B Primary School (34110484),,2005-01-01,,,,,,,,,
PVT Golden Academy Nursery/Primary School (34110482),H5mAiZc4OB9,34110482,n6aOlyhmXjk,PVT Golden Academy Nursery/Primary School (34110,,2014-01-01,,,,,,,,,
PRY Barup Ngikar Primary School (34110481),w0iYXHaCKLR,34110481,n6aOlyhmXjk,PRY Barup Ngikar Primary School (34110481),,1988-01-01,,,,,,,,,
PRY Dembe Gor Primary School Dembe Village (34110480),DtKaD6L29Kz,34110480,n6aOlyhmXjk,PRY Dembe Gor Primary School Dembe Village (3411,,2015-01-01,,,,,,,,,
PVT Mesuhuin Standard Academy (34110478),XXKpbKhNKyl,34110478,n6aOlyhmXjk,PVT Mesuhuin Standard Academy (34110478),,2021-01-01,,,,,,,,,
PRY Mbuh Sorah Primary School (34110476),GcjAKFeBZYp,34110476,n6aOlyhmXjk,PRY Mbuh Sorah Primary School (34110476),,2003-01-01,,,,,,,,,
PRY Kwara-Kwara Gasol Primary School (34110474),osqhAkpnXdu,34110474,n6aOlyhmXjk,PRY Kwara-Kwara Gasol Primary School (34110474),,2015-01-01,,,,,,,,,
PRY Maidaga Nurul Islan Primary School (34110473),UMCOczezLDZ,34110473,n6aOlyhmXjk,PRY Maidaga Nurul Islan Primary School (34110473,,2008-01-01,,,,,,,,,
PVT Jubilee Nursery And Primary School Mbanmga (34110472),TRue9mmiU0C,34110472,n6aOlyhmXjk,PVT Jubilee Nursery And Primary School Mbanmga (,,2008-01-01,,,,,,,,,
PRY Huda Primary School (34110469),qu4MWKVUziE,34110469,n6aOlyhmXjk,PRY Huda Primary School (34110469),,2018-01-01,,,,,,,,,
PRY Gham Warkaka Primary School (34110468),WdP3d2dKDNw,34110468,n6aOlyhmXjk,PRY Gham Warkaka Primary School (34110468),,2009-01-01,,,,,,,,,
PRY Warkaka Primary School (34110467),LIMOiDwHUMX,34110467,n6aOlyhmXjk,PRY Warkaka Primary School (34110467),,1975-01-01,,,,,,,,,
PRY Nver-Up Primary School (34110465),reXri4Jt8wA,34110465,n6aOlyhmXjk,PRY Nver-Up Primary School (34110465),,1975-01-01,,,,,,,,,
PRY Mbar Ndor Primary School (34110463),zjTn3BAb8LS,34110463,n6aOlyhmXjk,PRY Mbar Ndor Primary School (34110463),,2007-01-01,,,,,,,,,
PRY Kuma Primary School (34110462),i74Y0gNl9NE,34110462,n6aOlyhmXjk,PRY Kuma Primary School (34110462),,1975-01-01,,,,,,,,,
PRY AA Yaji Nomadic Primary School (34110461),hAo3Qlf08yZ,34110461,n6aOlyhmXjk,PRY AA Yaji Nomadic Primary School (34110461),,2015-01-01,,,,,,,,,
PRY Mbar Joh Primary School (34110459),XpsgL2yoPfg,34110459,n6aOlyhmXjk,PRY Mbar Joh Primary School (34110459),,2007-01-01,,,,,,,,,
PVT Shunda Academy Gembu (34110447),obiEm1VshDA,34110447,n6aOlyhmXjk,PVT Shunda Academy Gembu (34110447),,2010-01-01,,,,,,,,,
PRY Ngabuli Primary School (34110433),bpRJpmRsyDR,34110433,n6aOlyhmXjk,PRY Ngabuli Primary School (34110433),,1995-01-01,,,,,,,,,
PRY Nagogiya Primary School (34110431),DID0cTlhVLT,34110431,n6aOlyhmXjk,PRY Nagogiya Primary School (34110431),,2005-01-01,,,,,,,,,
PVT Excellent Education Gembu (34110387),w64AUCNjsP6,34110387,n6aOlyhmXjk,PVT Excellent Education Gembu (34110387),,2016-01-01,,,,,,,,,
PRY Eccde Extension Mayo-Ndaga (34110384),A6RTBDq4Zxz,34110384,n6aOlyhmXjk,PRY Eccde Extension Mayo-Ndaga (34110384),,2018-01-01,,,,,,,,,
PVT Brigther Future Gembu (34110362),p7LkSpr4yHn,34110362,n6aOlyhmXjk,PVT Brigther Future Gembu (34110362),,2001-01-01,,,,,,,,,
PRY Audu Baju Primary School (34110357),EjeLobDL2jy,34110357,n6aOlyhmXjk,PRY Audu Baju Primary School (34110357),,2006-01-01,,,,,,,,,
PRY Zanche Wuro Dau Nom Primary School (34110353),oueNi4H25sf,34110353,n6aOlyhmXjk,PRY Zanche Wuro Dau Nom Primary School (34110353,,2008-01-01,,,,,,,,,
PRY Yolde Tappare Primary School Yolde Tappare (34110351),GwA3u6mPjbm,34110351,n6aOlyhmXjk,PRY Yolde Tappare Primary School Yolde Tappare (,,1994-01-01,,,,,,,,,
PRY Yinayur Primary School (34110350),f0ANdQB66xU,34110350,n6aOlyhmXjk,PRY Yinayur Primary School (34110350),,2010-01-01,,,,,,,,,
PRY Yara Primary School Yara (34110347),XMI5zhyob5H,34110347,n6aOlyhmXjk,PRY Yara Primary School Yara (34110347),,2007-01-01,,,,,,,,,
PRY Yambam Primary School Yambam (34110344),OC4uKGbglTH,34110344,n6aOlyhmXjk,PRY Yambam Primary School Yambam (34110344),,1975-01-01,,,,,,,,,
PRY Wuro Machu Nomadic Primary School Wuro Machu (34110343),ExlxEWpyoYL,34110343,n6aOlyhmXjk,PRY Wuro Machu Nomadic Primary School Wuro Machu,,1996-01-01,,,,,,,,,
PRY Warwar A Primary School Warwar (34110339),nUpXcUfQT92,34110339,n6aOlyhmXjk,PRY Warwar A Primary School Warwar (34110339),,1966-01-01,,,,,,,,,
PRY Wah Primary School Wah (34110337),VRMbBBONSPP,34110337,n6aOlyhmXjk,PRY Wah Primary School Wah (34110337),,1975-01-01,,,,,,,,,
PRY Vakude Bal-Gir Primary School Vakude Bal-Gir (34110334),xXA0jAR1ZpK,34110334,n6aOlyhmXjk,PRY Vakude Bal-Gir Primary School Vakude Bal-Gir,,1997-01-01,,,,,,,,,
PVT Uthman Bin Affan Academy (34110333),RaORlUrofH4,34110333,n6aOlyhmXjk,PVT Uthman Bin Affan Academy (34110333),,2016-01-01,,,,,,,,,
PRY Tunga Shuaibu Primary School Tunga (34110330),vXjXfU0AjNB,34110330,n6aOlyhmXjk,PRY Tunga Shuaibu Primary School Tunga (34110330,,1976-01-01,,,,,,,,,
PRY Tunga Ahmadu Primary School Tunga Ahmadu (34110327),OyWpuchwdGt,34110327,n6aOlyhmXjk,PRY Tunga Ahmadu Primary School Tunga Ahmadu (34,,1999-01-01,,,,,,,,,
