OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PRY Destiny Kids Nursery And Primary School Nbako (7090237),WAHVDIP4LUT,7090237,tqOvKLyY6IP,PRY Destiny Kids Nursery And Primary School Nbako,,2015-01-01,,,,,,,ABAKO,,
PRY Rcm Primary School Agbami (7090238),WTSIYFSTVL5,7090238,tqOvKLyY6IP,PRY Rcm Primary School Agbami (7090238),,1959-01-01,,,,,,,AGBAMI,,
PRY Lgea Primary School Ukande (7090239),JW2L0WN5Z69,7090239,tqOvKLyY6IP,PRY Lgea Primary School Ukande (7090239),,2005-01-01,,,,,,,UKANDE,,
PRY Nkst Pilot Science Primary School Abako (7090240),LBVGJ7ALNL9,7090240,tqOvKLyY6IP,PRY Nkst Pilot Science Primary School Abako (7090,,1976-01-01,,,,,,,ABAKO,,
PRY Rcm Primary School Aye Twar (7090241),IHFNPH44HP0,7090241,tqOvKLyY6IP,PRY Rcm Primary School Aye Twar (7090241),,1976-01-01,,,,,,,AGU CENTRE ,,
PRY Nkst Primary School Tse Hwange (7090242),JJ9CSOGI4MF,7090242,tqOvKLyY6IP,PRY Nkst Primary School Tse Hwange (7090242),,1953-01-01,,,,,,,TSE-HWANGE,,
PRY Lgea Primary School Agena (7090243),R7P2MI5NZVC,7090243,tqOvKLyY6IP,PRY Lgea Primary School Agena (7090243),,2005-01-01,,,,,,,AGENA,,
PRY Rcm Primary School Shiikaa (7090244),TILDZ4385CR,7090244,tqOvKLyY6IP,PRY Rcm Primary School Shiikaa (7090244),,1956-01-01,,,,,,,MBAJIR,,
PRY Lgea Primary School Tse-yaro (7090245),E0TUWMO6J7W,7090245,tqOvKLyY6IP,PRY Lgea Primary School Tse-yaro (7090245),,1976-01-01,,,,,,,TSE-YARO ,,
PRY Rcm Primary School Ugande (7090246),OUMG0WKN0RV,7090246,tqOvKLyY6IP,PRY Rcm Primary School Ugande (7090246),,1956-01-01,,,,,,,UGANDE/SAI,,
PRY Lgea Primary School Jato (7090247),BEJ4UA966YP,7090247,tqOvKLyY6IP,PRY Lgea Primary School Jato (7090247),,2015-01-01,,,,,,,JATO,,
PRY Lgea Primary School Gbaaikyo (7090248),JQCTFG327EA,7090248,tqOvKLyY6IP,PRY Lgea Primary School Gbaaikyo (7090248),,1976-01-01,,,,,,,ABAKO,,
PRY Lgea Primary School Tse Yende (7090249),W4EAYDHD1MI,7090249,tqOvKLyY6IP,PRY Lgea Primary School Tse Yende (7090249),,1976-01-01,,,,,,,TSE YENDE,,
PRY Lgea Primary School Ngobua (7090251),NS3KE5T2F8X,7090251,tqOvKLyY6IP,PRY Lgea Primary School Ngobua (7090251),,1976-01-01,,,,,,,"MBATON, TONGOV",,
PVT Burga Memorial Nursery And Primary School Mbanyam (7090252),ZP19BRU2HRE,7090252,tqOvKLyY6IP,PVT Burga Memorial Nursery And Primary School Mba,,2015-01-01,,,,,,,MBANYAM,,
PVT Faith Children Academy Nursery And Primary School (7090253),A1GVYU3A1OP,7090253,tqOvKLyY6IP,PVT Faith Children Academy Nursery And Primary Sc,,2015-01-01,,,,,,,KASTINA ALA ,,
PVT Imam Academy Nursery And Primary School (7090254),Z309C8ND383,7090254,tqOvKLyY6IP,PVT Imam Academy Nursery And Primary School (7090,,2015-01-01,,,,,,,HAUSA QUARTERS ,,
PVT Landmark Nursery And Primary School Tor-donga (7090256),PGZ9YUFPITK,7090256,tqOvKLyY6IP,PVT Landmark Nursery And Primary School Tor-donga,,2014-01-01,,,,,,,TOR-DONGA,,
PRY Lgea Primary School Gauva (7090257),E9RHQDZ8MOF,7090257,tqOvKLyY6IP,PRY Lgea Primary School Gauva (7090257),,1976-01-01,,,,,,,GAUVA,,
PRY Lgea Primary School Ayali (7090261),V7PPWCNO3DN,7090261,tqOvKLyY6IP,PRY Lgea Primary School Ayali (7090261),,2010-01-01,,,,,,,"AYALI, KATSINA-ALA ",,
PRY Rcm Primary School Tsume (7090262),UQG91LHTSOY,7090262,tqOvKLyY6IP,PRY Rcm Primary School Tsume (7090262),,1955-01-01,,,,,,,TOR-ANYOM,,
PRY Rcm Primary School Gbise (7090263),LOZKE1F34V5,7090263,tqOvKLyY6IP,PRY Rcm Primary School Gbise (7090263),,1976-01-01,,,,,,,"GBISE, K/ALA",,
PVT Royal Heritage Academy Abako (7090264),ADV2GH76QY1,7090264,tqOvKLyY6IP,PVT Royal Heritage Academy Abako (7090264),,2004-01-01,,,,,,,ABAKO,,
PRY Lgea Primary School Kundiva (7090265),GDMASCAJTYC,7090265,tqOvKLyY6IP,PRY Lgea Primary School Kundiva (7090265),,1992-01-01,,,,,,,KUNDIVA,,
PRY Rcm Primary School Une (7090272),KIWK2JI8DZF,7090272,tqOvKLyY6IP,PRY Rcm Primary School Une (7090272),,1952-01-01,,,,,,,"UNE, TONGOV",,
PRY Lgea Primary School Tse-ikpa (7090273),MXN1S4WFW0B,7090273,tqOvKLyY6IP,PRY Lgea Primary School Tse-ikpa (7090273),,1962-01-01,,,,,,,TSE-IKPA,,
PVT Precious Nursery And Primary School Aku (7090275),CR0A0H5EN84,7090275,tqOvKLyY6IP,PVT Precious Nursery And Primary School Aku (7090,,2006-01-01,,,,,,,TSE-AKU,,
PRY Roman Catholic Mission Primary School Tsehe (7090276),G78R3KDGPX5,7090276,tqOvKLyY6IP,PRY Roman Catholic Mission Primary School Tsehe (,,1954-01-01,,,,,,,"UNE, TONGOV",,
PRY Lgea Primary School Amenger (7090277),ZS6OPN9OA59,7090277,tqOvKLyY6IP,PRY Lgea Primary School Amenger (7090277),,1984-01-01,,,,,,,TSE - AMENGER,,
PVT Ityough Memoria Nursery And Primary School Amaafu (7090278),IK8W27WMBVL,7090278,tqOvKLyY6IP,PVT Ityough Memoria Nursery And Primary School Am,,2003-01-01,,,,,,,AMAAFU,,
PVT Adonai Nursery And Primary School Abaji-kpav (7090279),A1LFOEKCCB6,7090279,tqOvKLyY6IP,PVT Adonai Nursery And Primary School Abaji-kpav ,,1993-01-01,,,,,,,ABAJI KPAV,,
PVT Ramah Nursery And Primary School Abaji Kpav (7090283),ZP27XPVKMA2,7090283,tqOvKLyY6IP,PVT Ramah Nursery And Primary School Abaji Kpav (,,2017-01-01,,,,,,,ABAJI KPAV,,
PVT Christ The Kingb Model Nursery And Primary School Tor-donga (7090286),F2NBXMM7N9H,7090286,tqOvKLyY6IP,PVT Christ The Kingb Model Nursery And Primary Sc,,2019-01-01,,,,,,,TOR-DONGA,,
PVT Tor Alam Unique Academy Nursery And Primary School Mbaton (7090289),HWMZTXUWZ2S,7090289,tqOvKLyY6IP,PVT Tor Alam Unique Academy Nursery And Primary S,,2015-01-01,,,,,,,"MBATON, TONGOV",,
PVT St Margarets Nursery And Primary School Tor-donga (7090292),BOKHX2N3YZ2,7090292,tqOvKLyY6IP,PVT St Margarets Nursery And Primary School Tor-d,,1992-01-01,,,,,,,TOR-DONGA,,
PRY Nkst Primary School Orwuhe Tongov (7090294),D5B1BS1FUTM,7090294,tqOvKLyY6IP,PRY Nkst Primary School Orwuhe Tongov (7090294),,1976-01-01,,,,,,,"ORWUHE, TONGOV",,
PRY Lgea Primary School Hemen (7090295),LUFCO0XCLL8,7090295,tqOvKLyY6IP,PRY Lgea Primary School Hemen (7090295),,2010-01-01,,,,,,,HEMEN,,
PVT Soteria Nursery And Primary School Low-cost Kala (7090296),DCGAIO7IV4B,7090296,tqOvKLyY6IP,PVT Soteria Nursery And Primary School Low-cost K,,2017-01-01,,,,,,,KATSINA-ALA ,,
PVT Oasis Academy Nursery And Primary Schooltse-aarmi (7090297),IYLS8V8YLD2,7090297,tqOvKLyY6IP,PVT Oasis Academy Nursery And Primary Schooltse-a,,2010-01-01,,,,,,,TSE AARMI,,
PRY Nkst Primary School Hundu (7090298),CJIPS3N3IMW,7090298,tqOvKLyY6IP,PRY Nkst Primary School Hundu (7090298),,1983-01-01,,,,,,,HUNDU,,
PRY Lgea Primary School Senga Tyula-tabge Gambeya (7090302),FY74RGUXBQS,7090302,tqOvKLyY6IP,PRY Lgea Primary School Senga Tyula-tabge Gambeya,,1976-01-01,,,,,,,SENGA,,
PRY Nkst Primary School Asen (7090306),UF6IK5NKVCE,7090306,tqOvKLyY6IP,PRY Nkst Primary School Asen (7090306),,1973-01-01,,,,,,,"ASEN, TONGOV",,
PVT Lucymo Nursery And Primary School Gbor-tongov (7090307),WG84PY3JDLS,7090307,tqOvKLyY6IP,PVT Lucymo Nursery And Primary School Gbor-tongov,,2013-01-01,,,,,,,"GBOR, TONGOV",,
PVT Gracious Nursery And Primary School (7090308),GQ529A6EXXT,7090308,tqOvKLyY6IP,PVT Gracious Nursery And Primary School (7090308),,2012-01-01,,,,,,,KASTINA ALA ,,
PRY Lgea Primary School Abuja-mbadyer Utenge (7090309),QJWDAK19DSB,7090309,tqOvKLyY6IP,PRY Lgea Primary School Abuja-mbadyer Utenge (709,,2017-01-01,,,,,,,UTANG-GAAMBE-YA,,
PVT Divine Nursery And Primary School Mbaton (7090310),SJ7BU2OCOI9,7090310,tqOvKLyY6IP,PVT Divine Nursery And Primary School Mbaton (709,,2014-01-01,,,,,,,"MBATON, TONGOV",,
PVT Fr Folry Nursery And Primary School Gbor (7090312),BIRUUDWMWQT,7090312,tqOvKLyY6IP,PVT Fr Folry Nursery And Primary School Gbor (709,,2010-01-01,,,,,,,"GBOR, TONGOV",,
PVT Sima Nursery And Primary School Gbor (7090313),KJQAFORB9TJ,7090313,tqOvKLyY6IP,PVT Sima Nursery And Primary School Gbor (7090313,,2010-01-01,,,,,,,"GBOR, TONGOV",,
PRY Lgea Bente Tor-donga (7090315),YT08A31JKEB,7090315,tqOvKLyY6IP,PRY Lgea Bente Tor-donga (7090315),,1976-01-01,,,,,,,TOR-DONGA,,
PRY Lgea Iortyom Tse-iortyom (7090316),SFO1IW6O35Z,7090316,tqOvKLyY6IP,PRY Lgea Iortyom Tse-iortyom (7090316),,1976-01-01,,,,,,,TSE-IORTYOM,,
PVT St Gerard Nursery And Primary School (7090317),NW5S3YTOF6Y,7090317,tqOvKLyY6IP,PVT St Gerard Nursery And Primary School (7090317,,1995-01-01,,,,,,,KASTINA ALA ,,
PVT St John Catholic Nursery And Primary School (7090318),UDLRG18GNIW,7090318,tqOvKLyY6IP,PVT St John Catholic Nursery And Primary School (,,2012-01-01,,,,,,,GBISE VILLAGE,,
PVT Bethel Heritage Nursery And Primary School (7090319),TRZ11WU4ET1,7090319,tqOvKLyY6IP,PVT Bethel Heritage Nursery And Primary School (7,,2008-01-01,,,,,,,KASTINA ALA ,,
PVT Abundant Life Academy Nursery And Primary School Anwua (7100004),NZ8TRPB5BNW,7100004,g1htAj4UlV5,PVT Abundant Life Academy Nursery And Primary Sch,,2008-01-01,,,,,,,ANWUA-MBAKULE,,
PRY Anglican Primary School Agwe-asen (7100017),QHNVWEKGKV9,7100017,g1htAj4UlV5,PRY Anglican Primary School Agwe-asen (7100017),,1976-01-01,,,,,,,SELAGI,,
PVT Brihtway Nursery And Primary School Tse-agberagba (7100025),USYQAUYMCRW,7100025,g1htAj4UlV5,PVT Brihtway Nursery And Primary School Tse-agber,,2012-01-01,,,,,,,TSE-AGBERAGBA,,
PRY Community Primary School Iorpuu (7100035),JEB0OWQO6B7,7100035,g1htAj4UlV5,PRY Community Primary School Iorpuu (7100035),,1992-01-01,,,,,,,IORPUU,,
PVT Community Secondary School Staff Nurseryprimary School Manta (7100037),SHZR5E9PHGQ,7100037,g1htAj4UlV5,PVT Community Secondary School Staff Nurseryprima,,2013-01-01,,,,,,,MANTA,,
PVT Corner Stone Nursery And Primary School Korinya (7100039),A68XIJM23MR,7100039,g1htAj4UlV5,PVT Corner Stone Nursery And Primary School Korin,,2014-01-01,,,,,,,KORINYA-CITY,,
PVT Destiny Nursery And Primary School Mbayem (7100041),MA26YLI0RGZ,7100041,g1htAj4UlV5,PVT Destiny Nursery And Primary School Mbayem (71,,2007-01-01,,,,,,,MBAYEM,,
PVT Devica Nursery And Primary School Mhambe Mbanor (7100042),SLQYRFSXZIZ,7100042,g1htAj4UlV5,PVT Devica Nursery And Primary School Mhambe Mban,,1994-01-01,,,,,,,MHAMBE MBANOR,,
PRY Divine Nursery And Primary School Karityo (7100048),LRWUZ27S3YB,7100048,g1htAj4UlV5,PRY Divine Nursery And Primary School Karityo (71,,2000-01-01,,,,,,,"TSE-ABE UKEHE, MBASOR",,
PVT Eccde Lion 6-6 Nursery And Primary School Wuese (7100056),FEDUYB6ESJ9,7100056,g1htAj4UlV5,PVT Eccde Lion 6-6 Nursery And Primary School Wue,,2002-01-01,,,,,,,WUESE-GAAV,,
PVT Faith Nurseryprimary School Jovkyundan (7100058),DOYQ5OOWK2B,7100058,g1htAj4UlV5,PVT Faith Nurseryprimary School Jovkyundan (71000,,1998-01-01,,,,,,,JOVKYUNDAN,,
PVT Fathway Nursery And Primary School Gever (7100060),WOHGQVREJVO,7100060,g1htAj4UlV5,PVT Fathway Nursery And Primary School Gever (710,,2014-01-01,,,,,,,GEVER- MBAVAA,,
PVT First Step Nursery And Primary Tse-agberagba (7100061),KUOZPQPFV77,7100061,g1htAj4UlV5,PVT First Step Nursery And Primary Tse-agberagba ,,1990-01-01,,,,,,,TSE-AGBERAGBA,,
PVT Future Leaders Academy Tse-agberagba (7100065),P6QPQSXZM6U,7100065,g1htAj4UlV5,PVT Future Leaders Academy Tse-agberagba (7100065,,2015-01-01,,,,,,,TSE-AGBERAGBA,,
PVT Hope Nursery And Primary School Korinya-city (7100084),BJG5N9B5GCC,7100084,g1htAj4UlV5,PVT Hope Nursery And Primary School Korinya-city ,,2010-01-01,,,,,,,KORINYA-CITY,,
PVT Immaculate Conception Nursery And Primary School Tse-agberagba (7100088),X4Y4G7S1G4P,7100088,g1htAj4UlV5,PVT Immaculate Conception Nursery And Primary Sch,,2000-01-01,,,,,,,TSE-AGBERAGBA,,
PVT Immaculate Heart Nursery And Primary School Jirgba (7100090),XAB3Z26P3G9,7100090,g1htAj4UlV5,PVT Immaculate Heart Nursery And Primary School J,,1994-01-01,,,,,,,JIRGBA,,
PVT International Nursery And Primary School Agera-mbaashia (7100093),IQM4RQE84EK,7100093,g1htAj4UlV5,PVT International Nursery And Primary School Ager,,2006-01-01,,,,,,,AGERE-MBAASHIA,,
PVT Kingdom Nursprim School (7100103),GNVP3X3JD5P,7100103,g1htAj4UlV5,PVT Kingdom Nursprim School (7100103),,1990-01-01,,,,,,,GBINDE,,
PVT Kpamor Nursery And Primary School Mbayegh Mbaashia Mbademagu (7100105),F94Z71ZWPMB,7100105,g1htAj4UlV5,PVT Kpamor Nursery And Primary School Mbayegh Mba,,2004-01-01,,,,,,,AGERA MBAASHIA MBADEMAGU,,
PVT Lady Linida International Nursery And Primary School Tse-agberagba (7100106),ZY1NG8GD1VI,7100106,g1htAj4UlV5,PVT Lady Linida International Nursery And Primary,,2015-01-01,,,,,,,TSE-AGBERAGBA,,
PRY Lgea Primary School Adamgbe (7100111),EFNWN1KSA0W,7100111,g1htAj4UlV5,PRY Lgea Primary School Adamgbe (7100111),,1977-01-01,,,,,,,MBAGBAR,,
PRY Lgea Primary School Adeihyar (7100112),LTZINHU7P6U,7100112,g1htAj4UlV5,PRY Lgea Primary School Adeihyar (7100112),,2003-01-01,,,,,,,MBAIMBOR,,
PRY Lgea Primary School Adiga-mbashengen (7100113),GOBHLG4XAIB,7100113,g1htAj4UlV5,PRY Lgea Primary School Adiga-mbashengen (7100113,,1976-01-01,,,,,,,ADIGA-MBASHENGEN,,
PRY Lgea Primary School Agba (7100114),TGBUACLYYV5,7100114,g1htAj4UlV5,PRY Lgea Primary School Agba (7100114),,1976-01-01,,,,,,,ATSURA,,
PRY Lgea Primary School Agune (7100115),DZV78CSA7X2,7100115,g1htAj4UlV5,PRY Lgea Primary School Agune (7100115),,1935-01-01,,,,,,,AGUNE,,
PRY Lgea Primary School Ahar Galu (7100116),PZMDYIJ173G,7100116,g1htAj4UlV5,PRY Lgea Primary School Ahar Galu (7100116),,1991-01-01,,,,,,,AHAR GALU,,
PRY Lgea Primary School Akaabiam (7100117),JESPQ7ZGSV9,7100117,g1htAj4UlV5,PRY Lgea Primary School Akaabiam (7100117),,1976-01-01,,,,,,,MBAIKDESE,,
PRY Lgea Primary School Alyewan Mbavaa Gaav (7100120),O4NAYEB8AJY,7100120,g1htAj4UlV5,PRY Lgea Primary School Alyewan Mbavaa Gaav (7100,,1976-01-01,,,,,,,MBAAYONGO,,
PRY Lgea Primary School Amile-gyuvr (7100121),WKXB3IPF28K,7100121,g1htAj4UlV5,PRY Lgea Primary School Amile-gyuvr (7100121),,1972-01-01,,,,,,,TORMKAR,,
PRY Lgea Primary School Averinyaga (7100123),JRMFEI691PP,7100123,g1htAj4UlV5,PRY Lgea Primary School Averinyaga (7100123),,1976-01-01,,,,,,,TONGO,,
PRY Lgea Primary School Awajir Annex Shangev Tiev (7100124),UK3KAGUVN84,7100124,g1htAj4UlV5,PRY Lgea Primary School Awajir Annex Shangev Tiev,,1976-01-01,,,,,,,MBAMIKAAN,,
PRY Lgea Primary School Ayaga (7100126),A8YD7WO6G2X,7100126,g1htAj4UlV5,PRY Lgea Primary School Ayaga (7100126),,1976-01-01,,,,,,,MBAOSU,,
PRY Lgea Primary School Ayev (7100127),IXX1B6X1RE6,7100127,g1htAj4UlV5,PRY Lgea Primary School Ayev (7100127),,1960-01-01,,,,,,,AYEV,,
PRY Lgea Primary School Dumeekpe (7100128),FNJOB7TX722,7100128,g1htAj4UlV5,PRY Lgea Primary School Dumeekpe (7100128),,1960-01-01,,,,,,,DUMEEKPE,,
PRY Lgea Primary School Gande (7100129),MG7C4PJG1E9,7100129,g1htAj4UlV5,PRY Lgea Primary School Gande (7100129),,1976-01-01,,,,,,,MBATSEN-MBAKYU,,
PRY Lgea Primary School Haanongun (7100130),WHTQVZ9UC60,7100130,g1htAj4UlV5,PRY Lgea Primary School Haanongun (7100130),,1976-01-01,,,,,,,MBATWER-MBAJOR,,
PRY Lgea Primary School Hingan (7100131),AUAT9NTCZ69,7100131,g1htAj4UlV5,PRY Lgea Primary School Hingan (7100131),,1976-01-01,,,,,,,MBAAKIGIR,,
PRY Lgea Primary School Ikpem (7100133),YQNPQDAHFR6,7100133,g1htAj4UlV5,PRY Lgea Primary School Ikpem (7100133),,1976-01-01,,,,,,,TSE-ANYOM MBATSER,,
PRY Lgea Primary School Ikyon (7100135),EW3PY6OTZZR,7100135,g1htAj4UlV5,PRY Lgea Primary School Ikyon (7100135),,1976-01-01,,,,,,,IKYON UGAMBE SHANGE,,
PRY Lgea Primary School Iliagh (7100137),ZMROTBQU3TW,7100137,g1htAj4UlV5,PRY Lgea Primary School Iliagh (7100137),,1932-01-01,,,,,,,ILIAGH,,
PRY Lgea Primary School Ive (7100138),AF45VOFDB7C,7100138,g1htAj4UlV5,PRY Lgea Primary School Ive (7100138),,1976-01-01,,,,,,,IVE-MBANEMEN,,
PRY Lgea Primary School Jija (7100139),PGPB9KO63L5,7100139,g1htAj4UlV5,PRY Lgea Primary School Jija (7100139),,1977-01-01,,,,,,,JIJA,,
PRY Lgea Primary School Jovkyundan (7100140),IJTK5D77F50,7100140,g1htAj4UlV5,PRY Lgea Primary School Jovkyundan (7100140),,1975-01-01,,,,,,,JOVKYUNDAN,,
PRY Lgea Primary School Kaan (7100141),TBWGA19VU38,7100141,g1htAj4UlV5,PRY Lgea Primary School Kaan (7100141),,1959-01-01,,,,,,,KAAN,,
PRY Lgea Primary School Kibough (7100142),AB2TOKDKBHQ,7100142,g1htAj4UlV5,PRY Lgea Primary School Kibough (7100142),,1976-01-01,,,,,,,MBADAKU,,
PRY Lgea Primary School Kpe-ala (7100143),EHNIC34QS5G,7100143,g1htAj4UlV5,PRY Lgea Primary School Kpe-ala (7100143),,1976-01-01,,,,,,,KPE-ALA,,
PRY Lgea Primary School Kuluku (7100144),K3UJL7ORVRW,7100144,g1htAj4UlV5,PRY Lgea Primary School Kuluku (7100144),,1976-01-01,,,,,,,MBAAMENA,,
PRY Lgea Primary School Manta (7100145),FWRDLMDWB8R,7100145,g1htAj4UlV5,PRY Lgea Primary School Manta (7100145),,1976-01-01,,,,,,,MANTA,,
PRY Lgea Primary School Mbakpur (7100148),MQA8DVFU06N,7100148,g1htAj4UlV5,PRY Lgea Primary School Mbakpur (7100148),,1936-01-01,,,,,,,SHIKAAN,,
PRY Lgea Primary School Mbangwer (7100150),UEO7N0P8WBN,7100150,g1htAj4UlV5,PRY Lgea Primary School Mbangwer (7100150),,2002-01-01,,,,,,,MBANGWER,,
PRY Lgea Primary School Mbazerem (7100151),QJQI2XU9KLD,7100151,g1htAj4UlV5,PRY Lgea Primary School Mbazerem (7100151),,1934-01-01,,,,,,,TORMKAR,,
PRY Lgea Primary School Mhambe (7100152),FRBUXIAXSP6,7100152,g1htAj4UlV5,PRY Lgea Primary School Mhambe (7100152),,1956-01-01,,,,,,,MHAMBE MBANOR,,
PRY Lgea Primary School Muta (7100153),JTWTXWQJVMT,7100153,g1htAj4UlV5,PRY Lgea Primary School Muta (7100153),,1960-01-01,,,,,,,MBAANUNE,,
PRY Lgea Primary School Norgba (7100154),DQU79FIHR1C,7100154,g1htAj4UlV5,PRY Lgea Primary School Norgba (7100154),,1954-01-01,,,,,,,JOV-MBAVAA,,
PRY Lgea Primary School Nyior (7100155),M2KZ1PDEMZE,7100155,g1htAj4UlV5,PRY Lgea Primary School Nyior (7100155),,1976-01-01,,,,,,,ACHOHO MBAABENDE,,
PRY Lgea Primary School Ochoro (7100156),LQCBNJDI4SG,7100156,g1htAj4UlV5,PRY Lgea Primary School Ochoro (7100156),,1976-01-01,,,,,,,OCHORO,,
PRY Lgea Primary School Orhemen-luga (7100157),VPE127FA0K0,7100157,g1htAj4UlV5,PRY Lgea Primary School Orhemen-luga (7100157),,2003-01-01,,,,,,,MBAIMBOR,,
PRY Lgea Primary School Tashi (7100158),HA7SV3INZV3,7100158,g1htAj4UlV5,PRY Lgea Primary School Tashi (7100158),,1973-01-01,,,,,,,MBAMANGER,,
PRY Lgea Primary School Tsenongu (7100159),JQH5XYXTFH8,7100159,g1htAj4UlV5,PRY Lgea Primary School Tsenongu (7100159),,1956-01-01,,,,,,,IPYAGHER MBAGUNDU,,
PRY Lgea Primary School Tughgba (7100160),T9R6AR0O1W8,7100160,g1htAj4UlV5,PRY Lgea Primary School Tughgba (7100160),,1959-01-01,,,,,,,TUGHGBA,,
PRY Lgea Primary School Tyoakosu (7100161),BB9FF5YT5C9,7100161,g1htAj4UlV5,PRY Lgea Primary School Tyoakosu (7100161),,1976-01-01,,,,,,,TOV-MBAVAA,,
PRY Lgea Primary School Tyoate (7100162),OGAEQKREADS,7100162,g1htAj4UlV5,PRY Lgea Primary School Tyoate (7100162),,1976-01-01,,,,,,,TYOATE,,
PRY Lgea Primary School Tyotsar (7100164),NA9W8WHYAL9,7100164,g1htAj4UlV5,PRY Lgea Primary School Tyotsar (7100164),,1988-01-01,,,,,,,TSE-AZEMBE,,
PRY Lgea Primary School Ugbogwu (7100167),CJIRY3GDE95,7100167,g1htAj4UlV5,PRY Lgea Primary School Ugbogwu (7100167),,1994-01-01,,,,,,,UGBOGWU,,
PRY Lgea Primary School Wuaor-mbavaa (7100168),U1904GHD421,7100168,g1htAj4UlV5,PRY Lgea Primary School Wuaor-mbavaa (7100168),,1976-01-01,,,,,,,MBATAWANGE,,
PRY Lgea Primary School Yaakugh (7100169),TNZOOZY9683,7100169,g1htAj4UlV5,PRY Lgea Primary School Yaakugh (7100169),,1976-01-01,,,,,,,YAAKUGH-MBABGE,,
PRY Lgea Primary School Yande (7100170),NZFCR93MXEC,7100170,g1htAj4UlV5,PRY Lgea Primary School Yande (7100170),,1988-01-01,,,,,,,YANDE MBABU,,
PRY Lgea Primary School Guleya Ugambe Shangei-tiev Konshisha (7100171),Z95CSXIDAQY,7100171,g1htAj4UlV5,PRY Lgea Primary School Guleya Ugambe Shangei-tie,,1934-01-01,,,,,,,GULAYA,,
PRY Lgeaprimary School Dio (7100172),PD4ZPX1Y135,7100172,g1htAj4UlV5,PRY Lgeaprimary School Dio (7100172),,1976-01-01,,,,,,,DIO,,
PVT Mbatondo Model Primary School Mbatondo (7100190),Y2A0SW2C7BA,7100190,g1htAj4UlV5,PVT Mbatondo Model Primary School Mbatondo (71001,,1999-01-01,,,,,,,MBATONDO-MBANOR,,
PVT Mt Zion Nursery And Primary School Jovkyundan (7100196),LEC2ZM7YY5U,7100196,g1htAj4UlV5,PVT Mt Zion Nursery And Primary School Jovkyundan,,2009-01-01,,,,,,,JOVKYUNDAN,,
PVT Nkst Nursery And Primary School Idyu (7100200),I4X7H8AT5S0,7100200,g1htAj4UlV5,PVT Nkst Nursery And Primary School Idyu (7100200,,2006-01-01,,,,,,,TSE-AGBERAGBA,,
PRY Lgea Primary School Adamu (7100201),DB6Q9KCZUMH,7100201,g1htAj4UlV5,PRY Lgea Primary School Adamu (7100201),,1976-01-01,,,,,,,MBAKUME-TONGO,,
PRY Nkst Primary School Adi (7100202),BEGWAYX4VBF,7100202,g1htAj4UlV5,PRY Nkst Primary School Adi (7100202),,1951-01-01,,,,,,,ADI-MBANOR,,
PRY Lgea Primary School Agbo (7100203),G0YS3L8M106,7100203,g1htAj4UlV5,PRY Lgea Primary School Agbo (7100203),,1976-01-01,,,,,,,ANYAMNGURA MBASOR,,
PRY Lgea Primary School Agera (7100205),KQ1EG5RHJBT,7100205,g1htAj4UlV5,PRY Lgea Primary School Agera (7100205),,1975-01-01,,,,,,,AGERA MBAASHIA,,
PRY Nkst Primary School Andyar (7100207),B0GCTQM4AYG,7100207,g1htAj4UlV5,PRY Nkst Primary School Andyar (7100207),,1992-01-01,,,,,,,ANDYAR MBASHIMA,,
PRY Lgea Primary School Ankpine (7100208),LFFMX75D5QS,7100208,g1htAj4UlV5,PRY Lgea Primary School Ankpine (7100208),,1976-01-01,,,,,,,MBAASHAM MBAJOV-GAAV,,
PRY Lgea Primary School Bum (7100211),MJACFC2I5WK,7100211,g1htAj4UlV5,PRY Lgea Primary School Bum (7100211),,1976-01-01,,,,,,,UBWA-MBAIKYER,,
PRY Lgea Primary School Dabur (7100212),IV6X8K5Y1GD,7100212,g1htAj4UlV5,PRY Lgea Primary School Dabur (7100212),,1976-01-01,,,,,,,DABUR-MBAYEGH,,
PRY Nkst Primary School Deke (7100213),UT4W46CAQQT,7100213,g1htAj4UlV5,PRY Nkst Primary School Deke (7100213),,1976-01-01,,,,,,,CENTRAL DEKE,,
PRY Nkst Primary School Gbadema (7100214),TFH8JOX6OQT,7100214,g1htAj4UlV5,PRY Nkst Primary School Gbadema (7100214),,1948-01-01,,,,,,,GBADEMA,,
PRY Lgea Primary School Igbughul (7100216),RBYAOLIWYV9,7100216,g1htAj4UlV5,PRY Lgea Primary School Igbughul (7100216),,1976-01-01,,,,,,,UKEHE- MBASOR,,
PRY Nkst Primary School Ikpeakor (7100217),M72FPHK944S,7100217,g1htAj4UlV5,PRY Nkst Primary School Ikpeakor (7100217),,1976-01-01,,,,,,,IKPEAKOR MBASENA GAAV,,
PRY Nkstlgea Primary School Ikyoive (7100218),CAV8USSK06M,7100218,g1htAj4UlV5,PRY Nkstlgea Primary School Ikyoive (7100218),,1976-01-01,,,,,,,TONGO/MBASHUMBA/MBAATE,,
PRY Lgea Primary School Iorkyosu (7100219),BRPM84T3G9V,7100219,g1htAj4UlV5,PRY Lgea Primary School Iorkyosu (7100219),,1970-01-01,,,,,,,MBAIKYOSU MBAWAR,,
